Date,Open,High,Low,Close,Adj Close,Volume
1/1/10,42.709999,48.84,42.709999,46.540001,46.540001,3205746200
2/1/10,46.540001,47.84,43.299999,47.450001,47.450001,2538338600
3/1/10,47.470001,53.880001,46.950001,52,52,3524307500
4/1/10,52,58.830002,52,55.720001,55.720001,4298944600
5/1/10,55.75,56.689999,46.970001,49.939999,49.939999,4927867300
6/1/10,49.91,50.73,46.029999,46.119999,46.119999,3652573600
7/1/10,46.110001,51.16,44.400002,48.639999,48.639999,2604095300
8/1/10,48.650002,50.18,42.700001,43.450001,43.450001,2484861200
9/1/10,43.48,48.240002,43.48,46.200001,46.200001,409405000
10/1/10,46.220001,48.509998,44.77,45.490002,45.490002,247402200
11/1/10,45.59,49.639999,44.360001,44.759998,44.759998,350966600
12/1/10,44.810001,52.619999,44.810001,52.209999,52.209999,0
1/1/11,52.220001,54.869999,52.09,53,53,139856800
2/1/11,53.02,55.880001,52.23,53.41,53.41,0
3/1/11,53.419998,53.630001,50.669998,51.919998,51.919998,372793800
4/1/11,51.959999,53.400002,49.880001,51.529999,51.529999,0
5/1/11,51.549999,51.84,48.540001,50.099998,50.099998,81222000
6/1/11,49.880001,49.880001,45.84,48.32,48.32,0
7/1/11,48.290001,49.349998,45.110001,46.009998,46.009998,79944600
8/1/11,46.5,46.689999,34.57,39.950001,39.950001,0
9/1/11,39.880001,40.080002,33.82,35.34,35.34,0
10/1/11,35.200001,42.27,32.560001,40.09,40.09,91368600
11/1/11,39.310001,40.970001,34.720001,38.200001,38.200001,0
12/1/11,37.970001,40.02,36.529999,39.380001,39.380001,83172400
1/1/12,39.790001,44.009998,39.790001,42.57,42.57,83352200
2/1/12,42.860001,46.060001,42.860001,45.310001,45.310001,805106600
3/1/12,45.450001,50.689999,43.68,49.740002,49.740002,1262851600
4/1/12,49.669998,50.25,46.720001,48.279999,48.279999,268629200
5/1/12,48.27,49.299999,42.779999,44.080002,44.080002,0
6/1/12,43.599998,45.889999,40.860001,45.790001,45.790001,76404400
7/1/12,46.049999,46.450001,43.959999,45.52,45.52,356029800
8/1/12,45.650002,48.119999,44.259998,47.189999,47.189999,0
9/1/12,47.150002,52.110001,46.970001,49.580002,49.580002,181312800
10/1/12,49.68,52.040001,49,49.599998,49.599998,160323200
11/1/12,49.639999,50.790001,46.400002,48.560001,48.560001,22993400
12/1/12,48.740002,51.900002,47.52,51.279999,51.279999,294945000
1/1/13,52,54.290001,52,53.830002,53.830002,0
2/1/13,54.029999,55.849998,52.709999,53.98,53.98,0
3/1/13,53.779999,57.599998,53.23,56.279999,56.279999,0
4/1/13,56.279999,57.099998,53.700001,56.880001,56.880001,0
5/1/13,56.779999,62.919998,56.009998,61.599998,61.599998,0
6/1/13,61.68,62.09,58.73,61.41,61.41,0
7/1/13,61.59,66.989998,61.59,65.769997,65.769997,0
8/1/13,66.050003,67.110001,61.970001,62.209999,62.209999,0
9/1/13,62.419998,65.360001,61.490002,62.25,62.25,0
10/1/13,62.27,65.650002,61.07,64.220001,64.220001,0
11/1/13,64.25,68.449997,63.720001,67.779999,67.779999,0
12/1/13,67.800003,69.330002,66.260002,69.260002,69.260002,0
1/1/14,69.25,71.449997,67.25,67.330002,67.330002,0
2/1/14,67.300003,69.449997,65.389999,69.019997,69.019997,0
3/1/14,68.839996,73.900002,67.93,72.290001,72.290001,0
4/1/14,72.440002,73.080002,67.25,68.43,68.43,0
5/1/14,68.489998,69.260002,66.220001,68.910004,68.910004,0
6/1/14,68.989998,72.040001,68.529999,71.309998,71.309998,0
7/1/14,71.489998,72.550003,69.860001,70.139999,70.139999,0
8/1/14,70.029999,72.150002,68.110001,71.489998,71.489998,0
9/1/14,71.620003,74.489998,70.949997,71.559998,71.559998,0
10/1/14,71.559998,72.160004,65.050003,72.139999,72.139999,0
11/1/14,72.190002,73.519997,71.519997,72.68,72.68,0
12/1/14,72.510002,75.610001,70.349998,74.260002,74.260002,0
1/1/15,74.360001,74.800003,66.169998,66.739998,66.739998,0
2/1/15,66.839996,73.129997,66.730003,72.290001,72.290001,0
3/1/15,72.269997,74.360001,70.769997,72.160004,72.160004,0
4/1/15,72.029999,74.309998,71.269997,73.690002,73.690002,0
5/1/15,73.900002,76.940002,73.599998,75.510002,75.510002,0
6/1/15,75.730003,79.849998,75,77.190002,77.190002,0
7/1/15,77.610001,80.870003,74.919998,78.32,78.32,0
8/1/15,78.349998,79.540001,67.800003,72.559998,72.559998,0
9/1/15,71.760002,73.389999,68.120003,69.82,69.82,0
10/1/15,69.860001,75.139999,66.699997,72.580002,72.580002,0
11/1/15,72.75,77.139999,72.75,75.75,75.75,0
12/1/15,75.940002,76.910004,71.110001,73.080002,73.080002,0
1/1/16,72.349998,72.349998,60.029999,63.860001,63.860001,0
2/1/16,63.669998,63.689999,55.990002,60.25,60.25,0
3/1/16,60.57,66.470001,60.57,64.230003,64.230003,0
4/1/16,64.059998,71.089996,61.650002,69.089996,69.089996,0
5/1/16,69.360001,71.529999,65.809998,70.870003,70.870003,0
6/1/16,70.5,71.400002,59.939999,64.860001,64.860001,0
7/1/16,64.519997,68.580002,61.279999,68,68,0
8/1/16,68.080002,72.75,66.559998,72.620003,72.620003,0
9/1/16,72.75,72.959999,69.169998,70.849998,70.849998,0
10/1/16,70.610001,75.650002,70.120003,74.489998,74.489998,0
11/1/16,74.879997,87.559998,72.870003,87.269997,87.269997,0
12/1/16,87.660004,93.650002,87.660004,91.790001,91.790001,0
1/1/17,92.82,94.230003,89.169998,91.410004,91.410004,0
2/1/17,92.260002,97.25,90.5,96.220001,96.220001,0
3/1/17,97.660004,99.769997,88.099998,92.050003,92.050003,0
4/1/17,92.209999,93.669998,87.800003,91.239998,91.239998,0
5/1/17,91.720001,93.730003,88.019997,88.870003,88.870003,0
6/1/17,89.209999,97.089996,88.379997,95.599998,95.599998,0
7/1/17,96.169998,97.849998,94.550003,95.989998,95.989998,0
8/1/17,96.5,98.360001,92.160004,92.980003,92.980003,0
9/1/17,93.120003,99.599998,89.129997,99.260002,99.260002,0
10/1/17,99.190002,102.43,97.790001,101.449997,101.449997,0
11/1/17,101.900002,106.410004,96.790001,104.57,104.57,0
12/1/17,104.739998,108.610001,102.010002,106.709999,106.709999,0
